A0126,113.67,23.17,75
A0133,113.6,23.19,75
A0151,113.49,23.11,66.5
A0154,113.54,23.12,67
A0155,113.49,23.11,66.5
A0178,113.58,22.75,70
A0189,113.46,22.89,69.5
A0198,113.51,22.83,75
A0199,113.56,22.77,74.5
A0200,113.57,22.76,75
A0204,113.55,22.81,66.5
A0205,113.55,22.81,66.5
A0206,113.55,22.81,70
A0207,113.58,22.75,70
A0208,113.49,22.74,75
A0209,113.58,22.75,70
A0210,113.49,23.11,67
A0222,113.55,22.71,75
A0271,113.46,22.89,72
A0292,113.6,23.56,70
A0295,113.58,23.56,70
A0298,113.74,23.72,75
A0299,113.6,23.56,70
A0300,113.59,23.54,70
A0301,113.59,23.54,70
A0302,113.6,23.55,70
A0303,113.96,23.82,75
A0304,113.59,23.55,70
A0306,113.59,23.56,70
A0307,113.6,23.55,70
A0311,113.59,23.56,70
A0373,113.66,23.1,68
A0374,113.66,23.13,75
A0384,113.59,22.78,75
A0385,113.61,22.65,75
A0388,113.55,22.81,72
A0390,113.52,22.83,74
A0405,113.46,22.89,72
A0409,113.5,22.98,75
A0418,113.6,23.54,75
A0424,113.6,23.55,75
A0429,113.6,23.55,75
A0431,113.6,23.55,75
A0470,113.6,23.14,75
A0483,113.79,23.04,65.5
A0486,113.75,22.78,70
A0489,113.76,22.8,66.5
A0491,113.87,23.06,70.5
A0492,113.64,22.92,71.5
A0494,113.8,23.06,66.5
A0495,113.68,23.01,69
A0496,113.66,23.06,67.5
A0497,113.71,23.04,68.5
A0498,113.69,23.09,70
A0500,113.82,22.81,67.5
A0501,113.74,22.82,70
A0504,113.71,23.01,70
A0505,113.83,23.06,68
A0506,113.65,22.84,69.5
A0507,113.63,22.85,67.5
A0508,113.85,22.86,72.5
A0509,113.8,22.82,65
A0511,113.79,22.81,67
A0512,113.62,23,67
A0513,113.76,22.78,66
A0515,113.69,23.01,68.5
A0516,113.77,22.78,66
A0517,113.84,23.05,69.5
A0518,113.77,22.99,67.5
A0519,113.8,23.08,69
A0520,113.8,23.06,66.5
A0521,113.77,23.06,65.5
A0523,113.55,23.05,75
A0524,113.81,22.82,65
A0525,113.8,22.8,68
A0526,113.74,23.06,66.5
A0527,113.82,23.02,69
A0528,113.81,23.06,67
A0529,113.9,22.97,69.5
A0530,113.77,23.01,65.5
A0531,113.8,23,71
A0532,113.83,23.06,68
A0533,113.73,22.99,68
A0534,113.73,22.99,67
A0535,113.8,23.03,66
A0536,113.73,22.97,67.5
A0537,113.68,22.94,66
A0539,113.81,23.06,67
A0612,113.68,22.91,70
A0615,114,22.98,67
A0618,113.68,22.94,65.5
A0619,113.97,23.08,70
A0620,113.94,22.93,69
A0622,113.78,22.8,67
A0623,113.96,22.98,70
A0624,113.78,22.83,69
A0628,113.81,22.82,65
A0629,113.86,23.05,70
A0630,113.81,22.82,65
A0631,113.67,22.92,66
A0632,113.71,22.84,68.5
A0633,113.83,23.03,67.5
A0634,113.62,23,66.5
A0636,113.76,22.97,71.5
A0638,113.76,23.05,65.5
A0639,113.68,22.82,65.5
A0645,113.86,23.04,69
A0646,113.83,23.03,67.5
A0647,113.8,23.1,69.5
A0648,113.84,23.02,68
A0650,113.83,23.06,68.5
A0651,113.85,23.03,68
A0653,113.84,23.03,67.5
A0685,113.73,22.82,72
A0686,113.63,22.91,75
A0687,113.86,23.1,72
A0689,113.74,22.8,72
A0695,113.71,23.07,72
A0696,113.99,22.97,68
A0698,113.81,23.03,66
A0700,113.66,22.92,72
A0701,113.68,22.94,65.5
A0705,113.88,23.08,68.5
A0707,113.82,23.11,72
A0708,113.67,22.89,75
A0709,113.68,22.82,65.5
A0710,113.98,23.02,72
A0712,113.72,22.8,72
A0713,113.66,23.1,68
A0714,113.68,22.82,66
A0715,113.95,23,72
A0717,113.71,22.84,72
A0719,113.73,22.83,72
A0722,113.68,22.88,75
A0724,113.88,23.08,68.5
A0727,113.95,22.95,72
A0728,113.94,23.01,72
A0738,113.77,22.99,68
A0741,113.68,22.82,66
A0742,113.89,22.99,85
A0743,113.68,22.94,72
A0746,113.79,23.02,66.5
A0747,113.68,22.82,66
A0748,113.66,23.1,68
A0749,113.92,22.97,85
A0750,114,23.03,85
A0751,113.88,23.12,85
A0752,113.81,22.82,65
A0753,113.68,22.96,66.5
A0754,113.77,23.06,65.5
A0755,113.75,22.8,72
A0756,113.87,23.08,67.5
A0757,113.59,23.06,75
A0759,113.73,23.04,67
A0761,113.82,23.11,72
A0762,113.74,23.05,66
A0763,113.66,23.06,72
A0764,113.81,23.04,66
A0765,113.88,23,85
A0766,113.74,23.01,72
A0767,113.89,22.94,70
A0768,113.72,23.05,72
A0769,113.73,23.08,66.5
A0770,113.75,23.05,65.5
A0772,113.75,23.03,66.5
A0773,114.02,23.07,85
A0774,113.95,23.09,72
A0776,114.02,22.99,66
A0779,113.95,22.94,72
A0780,113.76,23,72
A0781,113.85,22.91,72
A0782,113.73,22.97,67.5
A0785,113.74,23.06,66
A0787,113.75,23.1,71
A0802,113.9,22.94,80
A0803,113.86,23.11,72
A0804,113.85,22.91,72
A0806,113.84,23.11,72
A0807,113.77,23.04,65.5
A0828,113.76,23.01,66
A0833,113.83,22.81,85
A0834,113.77,23.06,65.5
