A0127,113.39,23.17,65.5
A0129,113.42,23.17,66.5
A0135,113.37,23.14,65.5
A0150,113.45,23.19,73
A0153,113.43,23.08,70.5
A0179,113.22,23.11,67
A0181,113.29,23.14,65.5
A0183,113.37,23.14,65.5
A0185,113.29,23.14,65.5
A0190,113.34,23.13,65.5
A0194,113.42,23.16,66
A0201,113.26,23.07,67
A0202,113.21,23.38,70
A0213,113.29,23.34,68
A0216,113.18,23.37,70.5
A0218,113.25,23.14,66
A0219,113.28,23.46,70.5
A0220,113.22,23.39,65
A0225,113.11,23.34,75
A0227,113.26,23.42,70
A0228,113.21,23.4,65.5
A0229,113.22,23.4,70
A0230,113.29,23.08,66
A0231,113.21,23.37,70
A0232,113.21,23.43,70
A0233,113.25,23.4,70
A0234,113.21,23.39,70
A0235,113.21,23.4,70
A0236,113.21,23.4,70
A0237,113.24,23.1,66
A0238,113.21,23.41,70
A0239,113.34,23.09,65
A0242,113.17,23.41,71.5
A0245,113.21,23.43,70
A0247,113.32,23.07,66
A0250,113.31,23.09,65.5
A0253,113.33,23.09,65
A0254,113.28,23.09,65.5
A0255,113.33,23.09,65
A0256,113.34,23.09,65.5
A0257,113.33,23.09,65
A0258,113.32,23.07,66.5
A0259,113.4,23.01,68
A0260,113.34,23.08,65.5
A0262,113.33,23.09,65
A0263,113.36,22.94,65
A0264,113.32,23.1,65.5
A0265,113.33,23.02,65.5
A0267,113.42,22.97,67
A0268,113.42,22.93,70
A0269,113.41,22.99,70.5
A0270,113.44,22.96,66
A0272,113.36,23.02,68
A0274,113.32,23.01,67
A0276,113.4,22.94,65
A0277,113.36,22.96,66.5
A0278,113.42,22.93,70
A0279,113.32,22.98,66
A0280,113.42,22.96,67
A0281,113.41,22.97,65.5
A0282,113.35,22.95,66.5
A0283,113.38,22.92,68
A0284,113.36,22.94,65
A0286,113.37,22.95,65.5
A0287,113.4,22.97,65.5
A0290,113.27,23.05,69
A0293,113.4,22.95,65
A0294,113.38,22.97,67.5
A0296,113.43,23.63,70
A0297,113.54,23.88,70
A0305,113.26,23.23,66.5
A0308,113.28,23.45,70
A0309,113.28,23.21,65.5
A0310,113.3,23.34,66.5
A0312,113.31,23.24,65.5
A0315,113.27,23.23,66
A0317,113.28,23.21,65.5
A0318,113.32,23.25,65.5
A0319,113.25,23.21,65.5
A0320,113.29,23.22,65
A0321,113.33,23.29,69
A0323,113.31,23.24,65.5
A0324,113.23,23.18,65
A0326,113.28,23.24,65.5
A0329,113.23,23.22,65
A0330,113.26,23.21,65.5
A0332,113.25,23.18,65
A0333,113.28,23.22,65.5
A0334,113.24,23.19,65
A0335,113.33,23.29,69
A0336,113.23,23.16,65.5
A0337,113.28,23.21,65.5
A0338,113.25,23.18,65
A0339,113.23,23.22,65
A0340,113.24,23.22,65.5
A0341,113.33,23.29,69
A0342,113.26,23.23,66.5
A0344,113.24,23.15,66
A0345,113.26,23.21,65.5
A0346,113.24,23.22,65.5
A0349,113.28,23.24,65.5
A0352,113.23,23.16,65.5
A0376,113.32,23.03,65
A0377,113.32,22.98,66
A0379,113.28,23.13,65
A0380,113.45,22.96,66
A0381,113.3,23.13,65.5
A0387,113.33,23.12,65.5
A0389,113.29,23.14,65.5
A0392,113.26,23.13,65
A0393,113.22,23.45,75
A0394,113.28,23.08,66
A0396,113.25,23.12,65.5
A0397,113.33,23.44,72
A0398,113.26,23.38,75
A0400,113.24,23.4,75
A0401,113.43,23.43,75
A0402,113.31,23.03,65
A0403,113.33,22.97,66
A0404,113.4,23.01,68
A0406,113.35,22.84,73
A0408,113.32,23.03,65
A0411,113.35,22.91,75
A0412,113.32,23.03,65
A0413,113.36,22.95,65.5
A0414,113.34,22.97,65.5
A0415,113.44,22.96,72
A0416,113.41,22.96,65.5
A0417,113.41,22.95,65.5
A0419,113.41,22.94,65
A0420,113.41,22.89,70
A0421,113.33,23.02,65.5
A0422,113.21,23.16,66.5
A0423,113.38,22.96,65.5
A0425,113.36,23.3,65.5
A0426,113.5,23.45,80
A0427,113.29,23.25,66
A0428,113.24,23.28,75
A0430,113.3,23.26,66
A0432,113.26,23.21,65
A0433,113.28,23.22,65.5
A0434,113.27,23.22,65.5
A0461,113.33,23.19,65.5
A0473,113.24,23.16,66
A0474,113.41,23.13,65
A0475,113.33,23.13,65.5
A0476,113.33,23.15,65
A0479,113.39,22.94,66
A0480,113.27,23.09,66.5
A0481,113.27,23.2,80
A0514,113.05,22.96,72.5
A0540,112.9,23.18,70
A0541,113.07,23.17,75
A0542,112.88,23.18,70
A0543,112.91,23.17,70
A0544,113.02,23.26,75
A0545,112.89,23.17,70
A0546,112.91,23.16,70
A0547,112.84,23.07,75
A0548,112.9,22.9,75
A0549,113.2,23.04,70
A0550,113.17,23.2,69.5
A0551,112.91,23.17,70
A0552,113.23,22.88,70.5
A0553,113.21,23.19,68
A0554,113.18,23.12,66.5
A0555,113.11,23.15,67.5
A0556,113.19,23.12,67
A0557,112.9,23.17,70
A0558,113.2,23.1,66.5
A0559,113.09,23.19,75
A0560,113.14,23.07,66.5
A0561,112.92,23.04,71.5
A0562,113,22.84,73
A0563,113.01,23.01,73.5
A0564,112.97,22.95,75
A0565,113.04,23.08,70
A0566,113.02,23.11,73.5
A0567,113.2,23.04,70
A0568,113.16,23.07,66
A0569,112.89,22.9,73
A0570,113.14,23.06,66.5
A0571,112.88,22.91,75
A0572,113.17,23.04,66.5
A0573,113.13,23.07,66.5
A0574,112.9,23.16,70
A0576,113.09,23.07,67.5
A0577,113.16,23.04,65.5
A0578,112.89,22.9,73.5
A0579,113.31,23.34,67.5
A0580,113.09,23.07,67.5
A0581,112.97,23.07,72.5
A0582,113.15,23.04,66
A0583,113.15,23.04,65.5
A0584,113.02,22.99,70
A0585,113.04,23.1,73
A0586,113.17,23.01,68
A0587,112.68,22.82,75
A0590,112.89,22.9,73
A0591,113.13,23.01,65
A0592,113.09,23.03,66
A0654,113.05,22.86,70.5
A0655,113.02,22.99,69
A0656,113.19,22.85,70.5
A0662,113.17,22.71,75
A0664,113.25,22.8,72.5
A0665,113.16,22.72,75
A0666,113.27,22.86,68
A0667,113.29,22.77,70
A0668,113.28,22.85,68
A0669,113.18,22.91,70
A0670,113.22,22.93,72.5
A0671,113.14,22.87,70
A0673,113.24,22.82,70
A0675,113.2,23.04,70
A0676,113.26,22.85,67.5
A0677,113.01,23.13,71
A0678,113.21,23.1,67
A0679,113.28,22.81,72
A0680,113.11,23.15,68
A0681,113.26,22.84,66
A0682,113.27,22.85,66.5
A0683,113.24,22.82,70
A0684,113.25,22.84,66.5
A0688,113.14,23.25,72.5
A0690,113.09,23.23,75
A0691,113.01,23.13,75
A0692,113.11,23.15,68
A0694,113.22,23.04,68
A0730,113.26,22.77,72.5
A0731,113.26,22.88,73
A0732,113.26,22.84,66
A0733,113.27,22.95,75
A0735,113.16,23.2,75
A0736,113.29,22.78,72
A0737,113.02,23.26,75
A0739,113.18,23.1,85
A0740,113.18,23.1,80
A0745,112.92,23.22,75
A0758,113.01,23.13,72
A0775,113.11,23.14,85
A0777,112.93,23.04,85
A0778,112.92,23.06,80
A0783,112.93,23.11,70
A0784,113.16,23.12,68
A0786,113.03,23.07,80
A0788,113.19,23.2,85
A0789,113.18,23.09,85
A0790,113.09,23.23,85
A0792,113.11,23.06,66.5
A0793,113.18,23.11,85
A0794,113.08,23.23,85
A0795,112.93,23.12,70
A0796,113.12,23.12,85
A0797,113.29,22.8,85
A0798,112.92,23.06,85
A0799,113.11,23.15,67.5
A0800,113.13,23.11,85
A0801,113.06,23.07,72
A0809,113.12,23.12,85
A0810,113.14,22.86,72
A0815,113.13,23.11,80
A0827,113.15,23.07,65.5
A0829,112.88,23.18,80
A0830,113.15,23.12,85
A0832,113.28,22.83,72
A0835,113.11,23.12,85
